artwork_id,artist_id,artist_name,title,year,technique,inventory_number,image_width_cm,image_height_cm,frame_width_cm,frame_height_cm,is_available,loaned_until,thumbnail_url,full_image_url,first_seen_at,last_seen_at,last_updated_at
14918,6564,Julia Rakuschan,Ougenweide,Liederbuch (aus dem Schallplattenzyklus),"2016, Edding/Chinapapier/Schallplatte",1489,39,39,42.5,42.5,False,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=14918&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=14918,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
6565,1366,Franz Weiß,Klatschmohn,2010,Öl/Leinwand,5327,80,60,,,False,09.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6565&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6565,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
3383,800,Bosch Ulrich,Grado Beach,2004,Öl/Leinwand,3263,129.5,80,,,False,02.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=3383&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=3383,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1289,790,Gottfried Mairwöger,ohne Titel,1994,Lithografie/Papier,595,33,44,64,84,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1289&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1289,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
929,596,Peter Kubovsky,Landestheater Linz,1998,Farbkreide/Papier,120,65,49,84,64,False,17.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=929&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=929,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
4221,1627,Harald Birklhuber,Golden Gate Bridge,2007,Öl/Leinwand,3632,75,65,77.8,67.8,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4221&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4221,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
2711,1325,Henk Stolk,Selbstporträt mit Seerose,2009,"Öl, Acryl, Kaolin/Leinwand",2722,160,140.5,161.5,141.5,False,19.09.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=2711&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=2711,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
5421,694,Therese Eisenmann,Mond verschlingt das Pferd (Serie),undatiert,"Kaltnadelradierung, Ätzung/Papier",4825B,54.5,45,84,64,False,03.08.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=5421&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=5421,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
14919,6564,Julia Rakuschan,Pink Floyd,The Wall (aus dem Schallplattenzyklus),"2016, Edding/Chinapapier/Schallplatte",1490,39,39,42.5,42.5,False,25.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=14919&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=14919,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
5771,1363,Anton Watzl,Spiegelberg,1987,Öl/ Leinwand,4916,50,70,53,73,False,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=5771&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=5771,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
21068,7636,Sheree Domingo,ohne Titel,2019,Tuschepinsel/Papier,6777,59,84,74,104,False,23.09.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21068&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21068,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
881,1362,Katja Vassilieva,Impromptue 1 (aus der Serie: Impromptues),2003,Öl/Leinwand,427,100,100,,,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=881&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=881,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
6199,604,Maria Moser,Eisenblüten (Serie),undatiert,Farbradierung/Papier,5775,44.5,37,84,64,False,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6199&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6199,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21147,2213,Karin Astrid Fuchs,Mühlviertler Häuseln,1987,Ölkreide/Elefantpapier,1884,49.8,39.8,84,64,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21147&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21147,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21484,1453,Karl Grausgruber,Gelb,2021,Acryl/Leinwand,6998,80,80,,,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21484&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21484,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
1901,669,Holub Oscar,ohne Titel,2009,Ölkreide/Papier,1120,25,30,53,43,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1901&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1901,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1931,1508,Charlotte Dürnberger,Rapsfeld und Weiden,2003,Lithografie/Papier,1143,50,70,64,84,False,05.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1931&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1931,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
6777,1158,Anna Mutter,Stillleben,undatiert,Tempera/Papier,5393,45,59,64,84,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6777&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6777,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
9346,715,Christian Ludwig Attersee,Apfelzoo,2014,Radierung/Papier,7044,38.5,53,64,84,False,29.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=9346&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=9346,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
6781,1502,Alfred Grubbauer,Straßenbild I,2003,Acryl/Leinwand,5397,150,120,,,False,11.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6781&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6781,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
5387,587,Walter Kainz,Aufblühen (Serie),2007,Mischtechnik/Papier,4804,35,50,52,67,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=5387&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=5387,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
4818,1364,Thomas Weber,ohne Titel,2009,"Öl, Dispersion/Hartfaser",4468,80,100,82.2,102.2,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4818&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4818,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
6393,2368,Carmen Pfanner,ohne Titel,2007,Maschinenstepp/Textil,5218,26,36.5,43.5,56.5,False,20.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6393&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6393,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
680,563,Margit Feyerer-Fleischanderl,Der Fisch,1991,Acryl/Karton,246,70,100,74,104,False,06.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=680&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=680,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
1121,759,Tassilo Blittersdorff,Schnee und Eis,1994,Cyanotypie/Papier,446,75,56,104,74,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1121&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1121,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21472,560,Eva Bosch,Orte der Erinnerung (Serie),2020,Öl/Leinwand,6979,100,120,,,False,28.05.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21472&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21472,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
11243,714,Hermann Haider,Obstgarten,1998,"Farbkreide, Aquarell/Papier",5594,76,56.5,104,74,False,05.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=11243&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=11243,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
21275,656,Astrid Esslinger,Cigarette Break III,2014,Acryl/Leinwand,1976,50.2,50.2,,,False,21.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21275&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21275,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
3550,800,Bosch Ulrich,Hotel Paris,San Remo,"2001, Öl/Leinwand",3388,80,80,,,False,06.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=3550&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=3550,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
20402,565,Hubert Fischlhammer,Eisblau,2017,Mischtechnik/Papier,7469,30,40,64,84,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=20402&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=20402,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
6065,745,Helga Schager,Spektrum,2012,Acrylspray/x-ray,5068,35.4,43,52,67,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6065&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6065,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
640,654,Wolfgang Zöhrer,Aquarium,undatiert,Radierung/Papier,59,50,65,64,84,False,23.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=640&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=640,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
20439,750,Alois Hain,Pommerente/Licht,1995,Eitempera/Leinwand,7497,70,134,,,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=20439&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=20439,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
13762,939,Robert Grio,ohne Titel,2006,"Acryl, Faserstift, Kugelschreiber/Strukturpapier",1423,21.7,22.2,52,67,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=13762&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=13762,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
2768,639,Kurt Steinberg,Seelenzille II (aus dem Seelenzillen-Zyklus),1993,"Kohle, Acryl, Erdfarben/Büttenpapier",2760,75,55,74,104,False,08.11.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=2768&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=2768,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-10T15:48:25Z
4480,967,Herbert Hiesmayr,Landschaft bei Peilstein,undatiert,Öl/Leinwand,4395,112,80,117.5,85,False,19.09.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4480&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4480,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
6543,659,Gabriele Ludwig,Erdenbaum,2004,Öl/Leinwand,1126,90,90,94,94,False,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6543&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6543,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
1247,641,Wolfgang Stifter,Der Lyriker,1985,Farblithografie/Papier,554,24,32,52,67,False,19.05.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1247&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1247,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1153,640,Claudia Steiner,ohne Titel (aus Druckgrafikmappe Nr.8,Eva Bosch),"2001, Lithografie/Papier",472,29,24.5,84,64,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1153&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1153,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1265,584,Markus Anton Huber,ohne Titel,2008,Zweifarbradierung/Papier,571,33,33,64,84,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1265&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1265,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1445,1362,Katja Vassilieva,Impromptue 4 (aus der Serie: Impromptues),2003,Öl/Leinwand,737,100,100,,,False,11.08.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1445&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1445,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
13775,1225,Anton Raidel,ohne Titel,2000,"Radierung, Kreide/Papier",6328,24.5,34.5,52,67,False,19.05.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=13775&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=13775,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21221,2014,Maria Hubinger,"ABSTRACT Thyatira batis (aus Projekt ""WITNESS TO CHANGE"")",2020,Gouache/Papier,1939,70,100,74,104,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21221&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21221,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
6794,1199,Hans Plank,Vögel,1981,Holzschnitt/Papier,5947,76.5,58,84,64,False,15.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6794&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6794,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
1278,553,Dietmar Brehm,ohne Titel,1995,Zweifarblithografie/Papier,584,30,50,64,84,False,22.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1278&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1278,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21625,7720,Alexander Bartl,Expressives 8,2022,Mischtechnik/Karton,8159,101.7,71.7,106,76,False,01.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21625&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21625,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
4956,790,Gottfried Mairwöger,Bologna,undatiert,Öl/Leinwand,4582,86,96,90,98,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4956&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4956,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
4685,561,Armin Falkner,Trauermantel,1987,Farblithografie/Papier,3767,38.4,48,52,67,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4685&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4685,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21280,1366,Franz Weiß,Frühling,2020,Öl/Leinwand,1988,60.5,60.5,,,False,25.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21280&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21280,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:42:24Z
1626,555,Gunter Damisch,ohne Titel,2008,Farblithografie/Papier,839,58.5,80,74,104,False,04.09.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=1626&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=1626,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21593,1839,Michael Runschke,ohne Titel,1987,Farbradierung/Papier,6886,38.8,50,52,67,False,23.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21593&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21593,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
6599,596,Peter Kubovsky,Venedig,Fondamenta Moro,"1992, Kohle, Farbkreide/Papier",5872,63,48,84,64,False,02.09.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=6599&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=6599,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
5270,2251,Koplinger Elfe,Claire Zachanassian,2009,"Acryl, Kreide, Kohle/Karton",3949,34,48,56,76,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=5270&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=5270,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
9101,790,Gottfried Mairwöger,ohne Titel,1978,Öl/Papier,5472,62.4,87.7,74,104,False,18.06.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=9101&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=9101,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
637,603,Renate Moran,Landschaft,1982,Wachskreiden-Schmelztechnik/Papier,89,65,50,84,64,False,05.08.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=637&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=637,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
11241,1995,Elfi Gschaider,Tramin,1999,Pastellkreide/Papier,5592,59.8,42.2,84,64,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=11241&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=11241,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
7033,827,Altmüller Beni,Offene Weite (2. Übung),2014,"Pigment, Bindemittel/Baumwolle",5447,100,80,,,False,16.06.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=7033&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=7033,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
4766,2220,Klara Kohler,Gebirgsformation,2008,Holzschnitt/Papier,3808,100,70,74,104,False,05.08.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=4766&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=4766,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
15012,553,Dietmar Brehm,KORRIDOR,2014,Acryl/Leinwand,1532,105,100,109,104,False,10.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=15012&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=15012,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
21105,660,Günther Selichar,Who's Afraid of Blue,Red and Green (21:9),"2011, Siebdruck dreifärbig/Bristolkarton",6784,84,36,104,74,False,02.10.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=21105&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=21105,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
2172,1098,Klaus Liedl,ohne Titel,2004,Lack/Leinwand,2435,50,60,,,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=2172&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=2172,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
17281,749,Patrick Schmierer,Der freie Dirigent,2014,Lackspray/Papier,1614,36,48,52,67,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=17281&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=17281,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
9126,547,Ernst Balluf,März,undatiert,Aquarell/Papier,5491,37.5,27.5,67,52,True,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=9126&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=9126,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
2641,1158,Anna Mutter,Stilleben,1978,"Mischtechnik Aquarell, Bleistift/Papier",2657,45,60,64,84,False,10.07.2026,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=2641&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=2641,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
2155,669,Holub Oscar,Mamma Mia 2000,2000,Acryl/Leinwand,2118,80,120,,,False,,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet?id=2155&thumb=J,https://www.diekunstsammlung.at/InternetKunstsammlung/internetneu/ImageCelumServlet/xxx.jpg?id=2155,2026-05-03T07:42:24Z,2026-05-10T15:48:25Z,2026-05-03T07:48:42Z
